Symbiota ID,Catalog Number,Other Catalog #,Family,ID Qualifier,Scientific Name,Author,Collector,Collector Number,Associated Collectors,Event Date,Verbatim Date,Identified By,Date Identified,Country,Locality,Latitude,Longitude,Uncertainty In Meters,Georeferenced By,Georeference Protocol,Georeference Sources,Georef Remarks,Elev. Min. (m),Elev. Max. (m),Habitat,Substrate,Notes (Occurrence Remarks),Associated Taxa,Description,Date Last Modified,Processing Status,Entered By,Basis Of Record,Language,Continent
https://fm-digital-assets.fieldmuseum.org/501/183/C1058289F.jpg,C1058289F,,Funariaceae,,Physcomitrium pyriforme,(Hedw.) Hampe,M. S. Bebb,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/497/729/C1054580F.jpg,C1054580F,,Dicranaceae,,Dicranum longifolium,Ehrh. ex Hedw.,E. Lanning,s.n.,,1850-08-00,Aug. 1850,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/505/259/C1063155F.jpg,C1063155F,,Pottiaceae,,Pterygoneurum cavifolium,Jur.,J. F. Brenckle,s.n.,,1907-04-00,"April, 1907",,,,,,,,,,,,,,Railroad ditch; on bare soil,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/505/547/C1066428F.jpg,C1066428F,,Pottiaceae,,Tortula fallax,(Hedw.) Schrad. ex Turner,unknown,s.n.,,,s.d.,,,,Near the Rocky Mountains,,,,,,,,,,Banks of rivers,,Apparently rare,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/505/768/C1066464F_a.jpg,C1066464F,,Pottiaceae,,Tortula mucronifolia,Schwägr.,Wolf & Rothrock,s.n.,,1873-00-00,1873,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/506/025/C1066045F.jpg,C1066045F,,Pottiaceae,,Trichostomum fasciculare,Hedw.,unknown,s.n.,,,s.d.,,,,Lake Superior,,,,,,,,,,About Lake Superior; and upon the Rocks of Portage River,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/506/035/C1066062F.jpg,C1066062F,,Pottiaceae,,Trichostomum luridum,(Hornsch.) Spruce,unknown,s.n.,,,s.d.,,,,Great Lakes Region,,,,,,,,,,Dry rocks,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/506/040/C1066068F.jpg,C1066068F,,Pottiaceae,,Trichostomum microcarpum,Schimp. ex Besch.,unknown,s.n.,,,s.d.,,,,Lake Superior,,,,,,,,,,Rocks,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/506/046/C1066076F.jpg,C1066076F,,Pottiaceae,,Trichostomum canescens,Hedw.,unknown,s.n.,,,s.d.,,,,Rocky Mountains,,,,,,,,,,Gravelly banks of rivers,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/506/048/C1066080F.jpg,C1066080F,,Pottiaceae,,Trichostomum pallidum,Hedw.,J. T. Rothrock,s.n.,,1850-05-00,1850-5,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/506/520/C1067247F.jpg,C1067247F,,Pottiaceae,,Tortula subulata,Hedw.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,Upon the ground,,From Canada to the Rocky Mountains,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/506/395/C1064581F_a.jpg,C1064581F,,Pottiaceae,,Tortula ruralis,(Hedw.) P. Gaertn. et al.,Wolf & Rothrock,s.n.,,1873-00-00,1873,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/447/C1066228F.jpg,C1066228F,,Meesiaceae,,Meesia longiseta,Hedw.,J. W. Bailey,s.n.,,1896-08-20,1896-8-20,,,,,,,,,,,,,,In swamp,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/454/C1066234F.jpg,C1066234F,,Meesiaceae,,Meesia longiseta,Hedw.,J. W. Bailey & M. L. Stevens,369,,1897-07-22,1897-7-22,,,,,,,,,,,,,,Swamp,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/524/C1067395F.jpg,C1067395F,,Meesiaceae,,Meesia uliginosa,Hedw.,E. Hall,s.n.,,1862-00-00,1862,,,,Rocky Mountains,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/531/C1067403F.jpg,C1067403F,,Meesiaceae,,Meesia uliginosa,Hedw.,E. A. Moxley,s.n.,,1930-07-13,7/13/1930,,,,,,,,,,,,,,Wet meadow,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/579/C1067458F.jpg,C1067458F,,Meesiaceae,,Meesia uliginosa,Hedw.,unknown,s.n.,,1815-06-00,1815-6,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/329/C1055037F.jpg,C1055037F,,Pottiaceae,,Weissia crispula,Hedw.,T. Drummond,s.n.,,1828-00-00,1828,,,,Rocky Mountains,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/337/C1055046F.jpg,C1055046F,,Pottiaceae,,Weissia striata,(Hedw.) Schreb. ex P. Gaertn. et al.,unknown,68,,,s.d.,,,,,,,,,,,,,,"Abundant below Norway House, about Lake Superior and in the ...",,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/341/C1055051F.jpg,C1055051F,,Pottiaceae,,Weissia latifolia,Schwägr.,T. Drummond & R. N. Franklin,s.n.,,1828-00-00,1828,,,,Rocky Mountains,,,,,,,,,,Summits of the mountains,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/345/C1055055F.jpg,C1055055F,,Pottiaceae,,Weissia crispula,Hedw.,R. N. Franklin,s.n.,,1828-00-00,1828,,,,,,,,,,,,,,Rocks among the mountains,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/354/C1055064F.jpg,C1055064F,,Pottiaceae,,Weissia seligeri,(F. Weber & D. Mohr) Wahlenb.,unknown,s.n.,,,s.d.,,,,Near the Rocky Mountains,,,,,,,,,,Sandstone rocks,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/360/C1055070F.jpg,C1055070F,,Pottiaceae,,Weissia nigrita,Hedw.,T. Drummond & R. N. Franklin,s.n.,,1828-00-00,1828,,,,Rocky Mountains,,,,,,,,,,Swamps,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/384/C1066163F.jpg,C1066163F,,Meesiaceae,,Amblyodon dealbatus,(Sw. ex Hedw.) Bruch & Schimp.,Wolf & Rothrock,s.n.,,1873-00-00,1873-00-00,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/389/C1066173F.jpg,C1066173F,,Meesiaceae,,Meesia longiseta,Hedw.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/398/C1066181F.jpg,C1066181F,,Meesiaceae,,Meesia tristicha,Bruch,T. J. Howell,s.n.,,1882-08-01,Aug. 1882,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/411/C1066193F.jpg,C1066193F,,Meesiaceae,,Meesia tristicha,Bruch,J. W. Thieret & R. J. Reich,7957,,1961-07-23,1961-7-23,,,,,,,,,,,,,,"Sedge mat at ""border of small pond",,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/423/C1066205F.jpg,C1066205F,,Meesiaceae,,Meesia uliginosa,Hedw.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/275/C1054942F.jpg,C1054942F,,Pottiaceae,,Weissia viridula,Hedw. ex Brid.,unknown,s.n.,,1866-00-00,1866,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/283/C1054959F.jpg,C1054959F,,Pottiaceae,,Weissia viridula,Hedw. ex Brid.,unknown,s.n.,,1851-03-15,"March 15, 1851",,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/745/C1038380F.jpg,C1038380F,,Orthotrichaceae,,Orthotrichum lyellii,Hook. & Taylor,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/777/C1038557F.jpg,C1038557F,,Orthotrichaceae,,Orthotrichum ludwigii,Brid.,E. Lanning,509,,1850-11-00,Nov. 1850,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/781/C1038563F.jpg,C1038563F,,Orthotrichaceae,,Orthotrichum ludwigii,Brid.,J. T. Rothrock,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/759/C1038521F.jpg,C1038521F,,Orthotrichaceae,,Orthotrichum leiocarpum,Bruch & Schimp.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/509/774/C1038551F.jpg,C1038551F,,Orthotrichaceae,,Orthotrichum ludwigii,Brid.,T. Morong,s.n.,,1825-00-00,1825-27,,,,Lake Superior,,,,,,,,,,Upon trees,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/510/253/C1036327F.jpg,C1036327F,,Timmiaceae,,Timmia megapolitana,Hedw.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,On moist shady rocks,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/510/259/C1036333F.jpg,C1036333F,,Timmiaceae,,Timmia megapolitana,Hedw.,Wolf & Rothrock,s.n.,,1873-00-00,1873,,,,"High Rocks, west of the 100th meridian",,,,,,,,2896,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/510/266/C1036339F.jpg,C1036339F,,Timmiaceae,,Timmia megapolitana,Hedw.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/510/518/C1037715F.jpg,C1037715F,,Ptychomitriaceae,,Ptychomitrium drummondii,(Wilson) Sull. & Lesq.,H. W. Ravenel,s.n.,,,s.d.,,,,,,,,,,,,,,Hab. ad truncos arborum in Carolira Inferiore,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/510/566/C1037751F.jpg,C1037751F,,Orthotrichaceae,,Drummondia clavellata,Hook. f.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/511/807/C1038391F.jpg,C1038391F,,Orthotrichaceae,,Orthotrichum hutchinsiae,Sm.,G. R. Vasey,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/511/816/C1038403F.jpg,C1038403F,,Orthotrichaceae,,Orthotrichum hutchinsiae,Sm.,unknown,s.n.,,1852-05-01,"May 1, 1852",,,,,,,,,,,,,,Rocks and stones,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/511/821/C1038409F.jpg,C1038409F,,Orthotrichaceae,,Orthotrichum hutchinsiae,Sm.,T. Drummond,s.n.,,1825-00-00,1825-27,,,,Lake Superior,,,,,,,,,,Upon rocks; rarely on trees,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/511/880/C1038581F.jpg,C1038581F,,Orthotrichaceae,,Orthotrichum affine,Schrad. ex Brid.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/511/938/C1038853F.jpg,C1038853F,,Orthotrichaceae,,Orthotrichum,Hedw.,A. C. V. Schott,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/511/961/C1038875F.jpg,C1038875F,,Orthotrichaceae,,Orthotrichum affine,Schrad. ex Brid.,T. Drummond,s.n.,,1825-00-00,1825-27,,,,Rocky Mountains,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/511/964/C1038878F.jpg,C1038878F,,Orthotrichaceae,,Orthotrichum,Hedw.,Scholtz,,,,,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/004/C1038918F.jpg,C1038918F,,Orthotrichaceae,,Orthotrichum anomalum,Hedw.,T. Drummond,s.n.,,1825-00-00,1825-27,,,,Rocky Mountains,,,,,,,,,,Upon rocks,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/010/C1038924F.jpg,C1038924F,,Orthotrichaceae,,Orthotrichum anomalum,Hedw.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/054/C1040304F.jpg,C1040304F,,Orthotrichaceae,,Orthotrichum canadense,Bruch & Schimp.,Canton,s.n.,,,s.d.,,,,,,,,,,,,,,,,Scarce,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/055/C1040309F.jpg,C1040309F,,Orthotrichaceae,,Orthotrichum canadense,Bruch & Schimp.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/057/C1040315F_a.jpg,C1040315F,,Orthotrichaceae,,Orthotrichum canadense,Bruch & Schimp.,unknown,s.n.,,1852-05-00,"May, 1852",,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/059/C1040316F.jpg,C1040316F,,Orthotrichaceae,,Orthotrichum canadense,Bruch & Schimp.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/062/C1069563F.jpg,C1069563F,,Orthotrichaceae,,Orthotrichum crispulum,(Bruch) Hornsch. ex Bruch et al.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/073/C1069595F.jpg,C1069595F,,Orthotrichaceae,,Orthotrichum crispum,Hedw.,E. Lanning,s.n.,,1851-04-00,April 1851,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/087/C1038191F.jpg,C1038191F,,Orthotrichaceae,,Orthotrichum rupestre,Schleich. ex Schwägr.,Wolf & Rothrock,s.n.,,1873-00-00,1873,,,,West of the 100th Meridian,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/093/C1038216F.jpg,C1038216F,,Orthotrichaceae,,Orthotrichum rugifolium,Hook.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/481/C1033030F.jpg,C1033030F,,Ditrichaceae,,Ditrichum pallidum,(Hedw.) Hampe,A. J. Grout,s.n.,,1929-05-00,1929-5,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/511/C1038181F.jpg,C1038181F,,Orthotrichaceae,,Orthotrichum texanum,Sull. & Lesq.,Wolf & Rothrock,s.n.,,1873-00-00,1873,,,,West of the 100th Meridian,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/520/C1038194F.jpg,C1038194F,,Orthotrichaceae,,Orthotrichum sturmii,Hoppe & Hornsch.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/523/C1038199F.jpg,C1038199F,,Orthotrichaceae,,Orthotrichum texanum,Sull. & Lesq.,Lesquereux,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/528/C1038206F.jpg,C1038206F,,Orthotrichaceae,,Orthotrichum tenellum,Bruch ex Brid.,Wolf & Rothrock,s.n.,,1873-00-00,1873,,,,West of the 100th Meridian,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/553/C1038295F.jpg,C1038295F,,Orthotrichaceae,,Orthotrichum rupicola,Müll. Hal.,T. Drummond,s.n.,,1825-00-00,1825-27,,,,Rocky Mountains,,,,,,,,,,Upon rocks,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/561/C1041190F.jpg,C1041190F,,Orthotrichaceae,,Orthotrichum strangulatum,P. Beauv.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/610/C1041239F.jpg,C1041239F,,Orthotrichaceae,,Orthotrichum strangulatum,P. Beauv.,G. R. Vasey,s.n.,,1889-00-00,1889,,,,,,,,,,,,,,In low grounds; on trees,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/616/C1041245F.jpg,C1041245F,,Orthotrichaceae,,Orthotrichum strangulatum,P. Beauv.,E. J. Spencer,463,,,s.d.,,,,,,,,,,,,,,Trees and (?) near spiney field,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/620/C1041249F_a.jpg,C1041249F,,Orthotrichaceae,,Orthotrichum speciosum,Nees,Wolf & Rothrock,s.n.,,1873-00-00,1873,,,,West of the 100th Meridian,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/623/C1041251F.jpg,C1041251F,,Orthotrichaceae,,Orthotrichum strangulatum,P. Beauv.,E. Lanning,s.n.,,1851-04-00,April 1851,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/628/C1041255F.jpg,C1041255F,,Orthotrichaceae,,Orthotrichum speciosum,Nees,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/880/C1042972F.jpg,C1042972F,,Orthotrichaceae,,Ulota americana,Mitt.,E. M. Pitman,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/903/C1062069F.jpg,C1062069F,,Rhabdoweisiaceae,,Rhabdoweisia fugax,(Hedw.) Bruch & Schimp.,unknown,55,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/951/C1062136F.jpg,C1062136F,,Rhabdoweisiaceae,,Rhabdoweisia fugax,(Hedw.) Bruch & Schimp.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/512/990/C1032416F.jpg,C1032416F,,Fontinalaceae,,Fontinalis antipyretica var. gigantea,(Sull.) Sull.,unknown,592,,1850-12-00,1850-12,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/513/004/C1032438F.jpg,C1032438F,,Fontinalaceae,,Fontinalis antipyretica,Hedw.,G. R. Vasey,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/513/013/C1032450F.jpg,C1032450F,,Fontinalaceae,,Fontinalis antipyretica,Hedw.,T. Drummond,s.n.,,1827-00-00,1827,,,,Rocky Mountains,,,,,,,,,,Mountain stream,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/513/053/C1042559F_a.jpg,C1042559F,,Fontinalaceae,,Fontinalis antipyretica var. gracilis,(Lindb.) Schimp.,W. H. Welch,s.n.,,1875-09-21,1875-9-21,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/523/929/C1032465F.jpg,C1032465F,,Fontinalaceae,,Fontinalis gracilis,Lindb.,A. Geheeb,s.n.,,,,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/523/982/C1042895F.jpg,C1042895F,,Fontinalaceae,,Fontinalis hypnoides,Hartm.,unknown,s.n.,,,,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/096/C1043200F.jpg,C1043200F,,Fontinalaceae,,Fontinalis disticha,Spreng. ex Arn.,E. Lanning,592,,1851-06-00,1851-6,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/255/C1028953F_a.jpg,C1028953F,,Fontinalaceae,,Fontinalis novae-angliae,Sull.,unknown,s.n.,,1946-07-09,1946-7-9,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/261/C1028959F.jpg,C1028959F,,Fontinalaceae,,Fontinalis novae-angliae,Sull.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/273/C1028971F.jpg,C1028971F,,Fontinalaceae,,Fontinalis novae-angliae,Sull.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/284/C1028983F_a.jpg,C1028983F,,Fontinalaceae,,Fontinalis novae-angliae,Sull.,J. W. Grosvenor,s.n.,,1946-06-24,1946-6-24,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/349/C1032133F.jpg,C1032133F,,Climaciaceae,,Climacium americanum,Brid.,unknown,s.n.,,1860-10-00,1860-10,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/364/C1032155F.jpg,C1032155F,,Climaciaceae,,Climacium americanum,Brid.,J. D. Lowe,199,,1999-10-00,Oct. 99,,,,,,,,,,,,,,On wet rocks,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/554/C1043179F.jpg,C1043179F,,Climaciaceae,,Climacium americanum,Brid.,Wolf & Rothrock,s.n.,,1873-00-00,1873,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/563/C1043191F.jpg,C1043191F,,Climaciaceae,,Climacium americanum,Brid.,unknown,s.n.,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/569/C1043197F.jpg,C1043197F,,Climaciaceae,,Climacium americanum,Brid.,G. H. French,s.n.,,1870-07-29,1870-7-29,,,,[illegible],,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/845/C1032600F.jpg,C1032600F,,Hedwigiaceae,,Hedwigia ciliata,(Hedw.) P. Beauv.,Wolf & Rothrock,s.n.,,1873-00-00,1873,,,,West of the 100th Meridian,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/852/C1032606F_a.jpg,C1032606F,,Hedwigiaceae,,Hedwigia ciliata,(Hedw.) P. Beauv.,J. K. Small,9561,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/860/C1032612F.jpg,C1032612F,,Hedwigiaceae,,Hedwigia ciliata,(Hedw.) P. Beauv.,J. K. Small,9122,,,s.d.,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/947/C1031834F_a.jpg,C1031834F,,Cryphaeaceae,,Cryphaea glomerata,Schimp. ex Sull.,M. G. Manuel,s.n.,,1972-02-08,1972-2-8,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/524/996/C1031897F.jpg,C1031897F,,Leucodontaceae,,Forsstroemia trichomitria,(Hedw.) Lindb.,J. D. Lowe,s.n.,,1900-05-00,1900-5,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
https://fm-digital-assets.fieldmuseum.org/525/008/C1031915F.jpg,C1031915F,,Leucodontaceae,,Forsstroemia trichomitria,(Hedw.) Lindb.,unknown,s.n.,,1852-08-00,1852-8,,,,,,,,,,,,,,,,,,,2023-04-25 03:20:34,,,PreservedSpecimen,en,
